animal_id,animal_type,primary_color,secondary_color,sex,dob,intake_date,animal_age,intake_condition,intake_type,intake_subtype,reason_for_intake,outcome_date,outcome_type,outcome_subtype,latitude,longitude
A697291,cat,gray,NA,Male,2015-04-22,2023-04-22,2922,ill severe,stray,field,NA,2023-04-22,euthanasia,ill severe,33.7700504,-118.1937395
A614750,cat,white,black,Male,2015-09-15,2018-09-15,1096,injured  mild,stray,field,NA,2018-09-30,euthanasia,felv/fiv,33.7941065,-118.2166114
A643498,bird,brown,red,Female,NA,2020-06-05,NA,normal,stray,field,NA,2020-06-05,disposal,acs dispo,33.7898621,-118.1719871
A643496,bird,brown,red,Female,NA,2020-06-05,NA,normal,stray,field,NA,2020-06-05,rescue,wardsmtn,33.7898621,-118.1719871
A701678,dog,white,NA,Male,2023-04-25,2023-06-25,61,ill severe,stray,field,NA,2023-06-27,euthanasia,at vet,33.7932075,-118.1949716
A722923,dog,gray,brown,Female,2022-06-15,2024-06-15,731,injured  severe,stray,field,NA,2024-06-15,euthanasia,at vet,33.7901269,-118.1889145
A702084,cat,gray,white,Neutered,2019-06-30,2023-06-30,1461,injured  moderate,owner surrender,field,cost,2023-07-01,euthanasia,at vet,33.8484172,-118.1916511
A633456,dog,tan,NA,Male,2016-09-12,2019-09-12,1095,normal,stray,field,NA,2019-09-18,transfer,spcala,33.8800083,-118.2004162
A703030,cat,gray,NA,Female,2023-05-16,2023-07-16,61,normal,stray,field,NA,2023-07-22,adoption,NA,33.8631745,-118.0614887
A703031,cat,gray,NA,Spayed,2023-05-16,2023-07-16,61,normal,stray,field,NA,2023-07-22,rescue,capaws,33.8631745,-118.0614887
A615365,cat,white,brown  tabby,Unknown,2018-09-07,2018-09-28,21,under age/weight,stray,field,NA,2018-09-28,rescue,littlelion,33.8431857,-118.1912234
A620714,dog,black,brown,Female,2017-01-23,2019-01-23,730,normal,stray,field,NA,2019-01-23,return to owner,walkin,33.8575614,-118.1929113
A709388,cat,black,white,Male,2023-09-28,2023-10-26,28,under age/weight,stray,field,NA,2023-12-27,rescue,littlepaws,33.8618297,-118.191754
A705767,cat,black,white,Neutered,2023-07-30,2023-08-30,31,i/i report,stray,field,NA,2023-12-05,transfer,sbacc,33.8757052,-118.2004619
A683768,dog,black,white,Female,2021-11-12,2022-09-12,304,ill mild,stray,field,NA,2022-09-14,rescue,apollosupp,33.7920012,-118.184824
A718103,cat,black,NA,Unknown,2024-03-12,2024-04-05,24,under age/weight,stray,field,NA,2024-04-05,rescue,capaws,33.879329,-118.2005454
A665310,dog,brown,white,Neutered,2020-10-15,2021-10-15,365,normal,stray,field,NA,2021-11-04,adoption,web,33.8800083,-118.2004162
A711019,dog,white,tan,Neutered,2021-11-26,2023-11-24,728,normal,stray,field,NA,2024-01-07,adoption,web,33.7741246,-118.1910775
A693024,dog,white,NA,Male,2006-02-05,2023-03-18,6250,ill moderatete,stray,field,NA,2023-03-19,return to owner,walkin,33.8695218,-118.2003248
A612547,cat,white,gray,Unknown,2015-08-08,2018-08-08,1096,injured  severe,stray,field,NA,2018-08-08,died,enroute,33.7823966,-118.1910571
A605166,cat,black,white,Unknown,2018-02-23,2018-03-23,28,under age/weight,stray,field,NA,2018-03-24,rescue,fndanifoun,33.7823966,-118.1910571
A708884,cat,gray,white,Neutered,2023-09-24,2023-10-15,21,ill mild,stray,field,NA,2023-12-16,adoption,remote evt,33.7918539,-118.1948868
A719267,cat,gray,white,Female,2021-04-20,2024-04-20,1096,injured  moderate,stray,field,NA,2024-04-20,euthanasia,inj severe,33.8740833,-118.2003705
A708886,cat,black,white,Spayed,2023-09-24,2023-10-15,21,ill mild,stray,field,NA,2023-12-23,adoption,pfe/pawshp,33.7918539,-118.1948868
A589912,dog,black,white,Female,2016-05-07,2017-05-07,365,injured  severe,owner surrender,field,NA,2017-08-19,rescue,fixlb,33.8740833,-118.2003705
A604027,dog,brown,tan,Male,2017-04-22,2018-02-22,306,normal,stray,field,NA,2018-03-01,transfer,spcala,33.8740833,-118.2003705
A706640,dog,black,white,Female,2023-03-10,2023-09-09,183,normal,stray,field,NA,2023-09-15,rescue,muttsineed,33.8740833,-118.2003705
A672954,cat,black,white,Spayed,2022-03-14,2022-04-10,27,under age/weight,stray,field,NA,2022-05-07,adoption,web,33.86723010000001,-118.1984055
A598245,dog,brown,tan,Neutered,2017-02-05,2017-10-05,242,normal,stray,field,NA,2017-10-08,return to owner,web,33.7918406,-118.1960749
A591713,cat,black,NA,Unknown,2017-05-11,2017-06-11,31,under age/weight,stray,field,NA,2017-06-16,rescue,littlelion,33.8764386,-118.1981979
A630306,cat,gray,NA,Unknown,2019-07-14,2019-07-21,7,under age/weight,stray,field,NA,2019-07-21,rescue,littlepaws,33.8764386,-118.1981979
A542849,dog,gray,NA,Female,2014-10-27,2017-02-11,838,normal,stray,field,NA,2017-02-11,return to owner,phone,33.778778,-118.1685627
A630310,cat,gray,NA,Unknown,2019-07-14,2019-07-21,7,under age/weight,stray,field,NA,2019-07-21,rescue,littlepaws,33.8764386,-118.1981979
A596915,dog,white,NA,Female,2017-01-11,2017-09-11,243,injured  moderate,stray,field,NA,2017-09-20,adoption,spcala,33.8511923,-118.1724748
A616684,dog,black,white,Female,2017-10-25,2018-10-25,365,normal,stray,field,NA,2018-10-31,transfer,spcala,33.8511923,-118.1724748
A603569,dog,white,NA,Neutered,2014-02-08,2018-02-08,1461,normal,stray,field,NA,2018-02-08,return to owner,microchip,33.8566057,-118.191649
A678928,cat,gray,white,Unknown,2022-05-05,2022-07-05,61,ill severe,stray,field,NA,2022-07-05,euthanasia,ill severe,33.8576061,-118.1695264
A589843,cat,black,NA,Unknown,2017-04-07,2017-05-07,30,under age/weight,stray,field,NA,2017-05-07,rescue,littlelion,33.8551137,-118.1917564
A637032,dog,brown,white,Male,2016-12-03,2019-12-03,1095,normal,stray,field,NA,2019-12-03,return to owner,tag lic,33.8782719,-118.1697648
A624052,dog,brown,white,Neutered,2016-03-30,2019-03-30,1095,normal,stray,field,NA,2019-04-13,adoption,walkin,33.8505275,-118.1704159
A611688,cat,gray,NA,Neutered,2008-05-10,2019-04-30,4007,normal,stray,field,NA,2019-05-18,return to owner,walkin,33.8498217,-118.1917094
A591236,cat,black,white,Male,2017-04-29,2017-06-02,34,under age/weight,stray,field,NA,2017-06-09,rescue,fndanifoun,33.8623771,-118.1909692
A591237,cat,white,gray,Male,2017-04-29,2017-06-02,34,under age/weight,stray,field,NA,2017-06-09,rescue,fndanifoun,33.8623771,-118.1909692
A591235,cat,black,NA,Female,2017-04-29,2017-06-02,34,under age/weight,stray,field,NA,2017-06-09,rescue,fndanifoun,33.8623771,-118.1909692
A665082,dog,black,brown,Spayed,2020-12-09,2021-10-09,304,normal,stray,field,NA,2021-10-31,foster to adopt,NA,33.8458602,-118.191597
A612624,cat,black,NA,Unknown,2018-07-09,2018-08-09,31,under age/weight,stray,field,NA,2018-08-09,euthanasia,undrage/wt,33.7921398,-118.2089455
A586437,cat,white,brown  tabby,Unknown,2016-10-02,2017-03-02,151,ill moderatete,stray,field,NA,2017-03-02,euthanasia,ill severe,33.8473188,-118.1910137
A703978,cat,white,black,Male,2023-07-09,2023-07-30,21,under age/weight,stray,field,NA,2023-07-31,rescue,littlepaws,33.8688172,-118.1983141
A703977,cat,white,black,Male,2023-07-09,2023-07-30,21,under age/weight,stray,field,NA,2023-07-31,rescue,littlepaws,33.8688172,-118.1983141
A665112,dog,white,black,Female,2019-10-11,2021-10-11,731,normal,stray,field,NA,2021-12-16,transfer,spcala,33.7918583,-118.2101233
A690639,dog,gray,NA,Male,2022-09-16,2022-12-16,91,under age/weight,stray,field,NA,2022-12-22,rescue,awish4ani,33.8688172,-118.1983141
A389644,dog,brown,white,Neutered,2009-06-03,2017-06-13,2932,injured  severe,stray,field,euth ill,2017-06-16,euthanasia,inj severe,33.8189211,-118.1675608
A614120,cat,brown,black,Male,2018-07-21,2018-09-05,46,under age/weight,stray,field,NA,2018-09-05,rescue,fndanifoun,33.8040765,-118.1908425
A722675,dog,white,NA,Male,2023-06-10,2024-06-10,366,injured  mild,stray,field,NA,2024-06-11,return to owner,NA,33.7663417,-118.1660095
A613102,dog,brown,white,Male,2012-08-18,2018-08-18,2191,normal,stray,field,NA,2018-08-24,transfer,spcala,33.7623687,-118.1470038
A616415,dog,white,NA,Neutered,2013-07-28,2020-08-25,2585,ill moderatete,owner surrender,field,cost,2020-10-25,rescue,outtacage,33.7912724,-118.1784109
A654426,dog,white,NA,Neutered,2019-02-25,2021-02-25,731,normal,stray,field,NA,2021-03-03,adoption,web,33.79128470000001,-118.1794917
A728809,dog,brown,NA,Male,2014-09-19,2024-09-19,3653,injured  severe,stray,field,NA,2024-09-19,euthanasia,at vet,33.792138,-118.188935
A719356,dog,brown,black,Female,2019-04-22,2024-04-22,1827,injured  severe,stray,field,NA,2024-04-22,return to owner,fre rid hm,33.7918693,-118.1979028
A722989,cat,white,gray,Spayed,2024-05-19,2024-06-18,30,ill mild,stray,field,NA,2024-09-20,adoption,web,33.7918069,-118.181593
A692216,dog,brown,white,Female,2015-01-21,2023-01-20,2921,injured  severe,stray,field,NA,2023-05-24,adoption,NA,33.7700504,-118.1937395
A711246,cat,white,gray,Neutered,2018-11-29,2023-11-29,1826,injured  moderate,stray,field,NA,2023-12-03,euthanasia,ill severe,33.7916675,-118.1828537
A597775,dog,white,brown,Spayed,2014-09-25,2017-09-25,1096,normal,stray,field,NA,2017-11-28,rescue,other resc,33.7916675,-118.1828537
A667873,dog,white,brown,Male,2019-12-09,2021-12-09,731,normal,stray,field,NA,2021-12-15,transfer,NA,33.7916675,-118.1828537
A682384,cat,gray,NA,Spayed,2022-07-22,2022-08-22,31,normal,stray,field,NA,2022-08-31,adoption,web,33.7912728,-118.1757677
A610520,dog,white,brown,Neutered,2016-07-01,2018-07-01,730,normal,stray,field,NA,2018-07-16,transfer,spcala,33.7633747,-118.191334
A614862,rabbit,brown,NA,Neutered,NA,2018-09-18,NA,normal,stray,field,NA,2018-12-09,adoption,web,33.7918307,-118.1920571
A629231,dog,black,tan,Male,2018-07-03,2019-07-02,364,normal,stray,field,NA,2019-07-11,return to owner,walkin,33.7916829,-118.2153992
A677455,dog,tan,NA,Female,2019-06-16,2023-09-17,1554,i/i report,stray,field,NA,2023-09-19,return to owner,fre rid hm,33.8097225,-118.2179153
A670435,dog,gray,NA,Male,2018-02-09,2022-02-09,1461,normal,stray,field,NA,2022-02-09,return to owner,walkin,33.8217857,-118.2179171
A612607,dog,black,white,Male,2015-08-09,2018-08-09,1096,normal,stray,field,NA,2018-08-15,transfer,spcala,33.7753416,-118.1938053
A612364,cat,white,NA,Spayed,2018-07-29,2018-08-04,6,under age/weight,stray,field,NA,2018-12-15,adoption,remote evt,33.8233444,-118.2179108
A713061,dog,black,NA,Spayed,2016-01-10,2024-01-10,2922,i/i report,stray,field,NA,2024-01-17,return to owner,walkin,33.7676722,-118.1943613
A666768,dog,tan,NA,Neutered,2015-09-11,2021-11-13,2255,injured  mild,stray,field,NA,2021-11-17,return to owner,walkin,33.8760062,-118.2056233
A624602,dog,tan,NA,Male,2016-04-12,2019-04-12,1095,injured  mild,stray,field,NA,2019-04-18,transfer,spcala,33.7894163,-118.19395
A685459,dog,brown,black,Male,2020-09-30,2022-09-30,730,normal,stray,field,NA,2022-09-30,transfer,other resc,33.7666764,-118.1680061
A652333,cat,black,white,Male,NA,2020-12-18,NA,ill moderatete,stray,field,NA,2020-12-19,euthanasia,at vet,33.8576061,-118.1695264
A596399,dog,tan,white,Spayed,2006-09-02,2017-09-02,4018,ill moderatete,stray,field,NA,2017-09-03,euthanasia,ill severe,33.7692936,-118.1963896
A637883,cat,gray,NA,Neutered,2011-12-26,2019-12-26,2922,behavior  mild,stray,field,NA,2019-12-27,euthanasia,ill severe,33.7702544,-118.1909739
A614361,dog,white,NA,Female,2007-09-09,2018-09-09,4018,injured  severe,stray,field,NA,2018-09-09,euthanasia,inj severe,33.7918121,-118.1907792
A649904,dog,brown,white,Neutered,2018-10-09,2020-10-09,731,normal,stray,field,NA,2020-10-28,adoption,web,33.8551137,-118.1917564
A592147,dog,brown,white,Female,2016-06-19,2017-06-19,365,normal,stray,field,NA,2017-07-05,transfer,spcala,33.7916675,-118.1828537
A601495,rabbit,brown,tan,Male,2015-12-29,2017-12-28,730,normal,stray,field,NA,2017-12-29,return to owner,walkin,33.7607689,-118.1358809
A596446,dog,tan,NA,Male,2016-09-02,2017-09-02,365,normal,stray,field,NA,2017-09-16,transfer,spcala,33.769608,-118.1890358
A649154,dog,brown,black,Male,2018-09-19,2020-09-19,731,injured  mild,stray,field,NA,2020-10-08,rescue,wstsidgsrs,33.8233444,-118.2179108
A647402,dog,tan,NA,Neutered,2014-08-19,2020-08-19,2192,injured  moderate,stray,field,NA,2020-09-16,adoption,web,33.8465661,-118.2002407
A668663,cat,black,white,Spayed,2020-12-30,2021-12-29,364,normal,stray,field,NA,2022-01-12,adoption,web,33.8579964,-118.0597403
A650795,cat,black,white,Neutered,2019-11-01,2020-11-01,366,fractious,stray,field,NA,2020-11-19,"shelter, neuter, return",straycatal,33.7936333,-118.1847872
A642378,cat,black,white,Unknown,2020-04-09,2020-05-03,24,under age/weight,stray,field,NA,2020-05-03,rescue,littlepaws,33.7935093,-118.1774167
A609740,cat,gray,NA,Female,2017-06-15,2018-06-15,365,injured  severe,stray,field,NA,2018-06-15,euthanasia,at vet,33.8516554,-118.1688578
A664112,cat,white,NA,Spayed,2020-09-19,2021-09-19,365,normal,stray,field,NA,2022-01-28,adoption,web,33.7934866,-118.1959194
A715543,cat,black,white,Female,2022-02-24,2024-02-24,730,injured  severe,stray,field,NA,2024-02-24,euthanasia,at vet,33.7936526,-118.2109272
A696385,dog,black,NA,Female,2022-08-12,2023-04-07,238,normal,stray,field,NA,2023-04-13,return to owner,walkin,33.8227324,-118.2192475
A731379,dog,white,brown,Female,2019-10-27,2024-10-27,1827,i/i report,stray,field,NA,2024-11-03,rescue,labelle,33.7936903,-118.1890145
A579007,dog,white,brown,Neutered,2016-02-11,2018-08-21,922,normal,stray,field,NA,2018-08-22,return to owner,walkin,33.7936974,-118.1890156
A597609,cat,black,white,Male,2012-09-22,2017-09-22,1826,injured  moderate,stray,field,NA,2017-10-13,euthanasia,ill severe,33.7934938,-118.1981016
A697485,dog,tan,white,Spayed,2019-04-26,2023-04-26,1461,normal,stray,field,NA,2023-06-01,adoption,web,33.7934938,-118.1981016
A719879,cat,black,white,Female,2024-04-02,2024-04-30,28,under age/weight,stray,field,NA,2024-05-14,rescue,littlelion,33.7936513,-118.1815696
A638069,dog,tan,NA,Male,2019-01-01,2020-01-01,365,normal,stray,field,NA,2020-01-05,transfer,spcala,33.7823966,-118.1910571
A385737,dog,black,white,Spayed,2006-10-15,2020-06-09,4986,aged,stray,field,NA,2020-06-10,return to owner,walkin,33.7935031,-118.1828539
A633992,cat,black,white,Female,2018-11-22,2019-09-22,304,injured  moderate,stray,field,NA,2019-09-26,rescue,catpaws,33.7666764,-118.1680061
A720432,cat,black,white,Neutered,2022-05-08,2024-05-08,731,ill severe,stray,field,NA,2024-05-08,euthanasia,inj severe,33.802557,-118.191637
A666050,dog,black,NA,Neutered,2014-11-02,2021-11-01,2556,normal,stray,field,NA,2021-11-13,foster to adopt,NA,33.7936425,-118.1932988
A593964,dog,tan,white,Male,2015-07-21,2017-07-21,731,normal,stray,field,NA,2017-08-20,transport,other resc,33.840856,-118.1914453
A649321,dog,brown,white,Female,2010-09-24,2020-09-24,3653,normal,stray,field,NA,2020-09-24,return to owner,fre rid hm,33.8447527,-118.1914125
A681384,dog,white,NA,Male,2021-10-18,2023-01-20,459,normal,stray,field,NA,2023-01-20,return to owner,fre rid hm,33.7700504,-118.1937395
A608289,cat,black,NA,Unknown,2018-04-25,2018-05-25,30,under age/weight,stray,field,NA,2018-05-26,rescue,fndanifoun,33.7919449,-118.2216409
A680308,dog,black,white,Neutered,2019-07-19,2022-07-19,1096,normal,stray,field,NA,2022-10-02,adoption,NA,33.8484172,-118.1916511
A408860,dog,black,tan,Neutered,2007-08-05,2018-07-30,4012,normal,stray,field,NA,2018-07-30,return to owner,microchip,33.8575614,-118.1929113
A673512,dog,tan,black,Neutered,2017-04-24,2022-04-24,1826,injured  mild,stray,field,NA,2022-05-18,foster to adopt,NA,33.7936627,-118.215178
A612317,cat,black,white,Unknown,2018-06-19,2018-08-04,46,under age/weight,stray,field,NA,2018-08-12,rescue,littlelion,33.8575614,-118.1929113
A602403,dog,white,NA,Female,2017-01-13,2018-01-13,365,injured  mild,stray,field,NA,2018-01-25,adoption,walkin,33.8575614,-118.1929113
A673513,dog,brown,NA,Neutered,2017-04-24,2022-04-24,1826,injured  mild,stray,field,NA,2022-05-12,rescue,barksolove,33.7936627,-118.215178
A497160,dog,tan,NA,Neutered,2008-06-04,2017-01-19,3151,normal,owner surrender,field,escapes,2017-04-10,rescue,other resc,33.8618297,-118.191754
A691791,dog,tan,white,Female,2015-01-13,2023-01-13,2922,ill severe,stray,field,NA,2023-01-13,euthanasia,ill severe,33.879329,-118.2005454
A706122,cat,gray,white,Male,2020-09-03,2023-09-03,1095,injured  severe,stray,field,NA,2023-09-03,euthanasia,at vet,33.8800083,-118.2004162
A627933,dog,tan,NA,Neutered,2011-06-08,2019-06-08,2922,ill moderatete,stray,field,NA,2019-06-29,adoption,walkin,33.8800083,-118.2004162
A627934,dog,brown,tan,Male,2015-06-08,2019-06-08,1461,ill moderatete,stray,field,NA,2019-06-14,transfer,spcala,33.8800083,-118.2004162
A711020,dog,tan,white,Neutered,2023-03-24,2023-11-24,245,normal,stray,field,NA,2023-12-30,adoption,web,33.7741246,-118.1910775
A615598,dog,brown,white,Male,2017-10-03,2018-10-03,365,normal,stray,field,NA,2018-10-14,transfer,spcala,33.8695218,-118.2003248
A678110,cat,black,NA,Neutered,2022-06-19,2022-06-21,2,under age/weight,stray,field,NA,2022-08-28,adoption,web,33.789016,-118.2187568
A719837,cat,black,NA,Female,2024-04-01,2024-04-29,28,under age/weight,stray,field,NA,2024-05-01,rescue,capaws,33.7861899,-118.2189924
A663544,dog,gray,white,Neutered,2018-09-10,2021-09-10,1096,injured  severe,stray,field,NA,2022-07-31,adoption,web,33.7898146,-118.2187324
A610699,dog,black,white,Male,2017-07-06,2018-07-06,365,injured  severe,stray,field,NA,2018-07-19,adoption,walkin,33.8740833,-118.2003705
A672955,cat,black,NA,Male,2022-03-14,2022-04-10,27,under age/weight,stray,field,NA,2022-04-29,adoption,NA,33.86723010000001,-118.1984055
A672956,cat,gray,white,Male,2022-03-14,2022-04-10,27,under age/weight,stray,field,NA,2022-04-29,adoption,NA,33.86723010000001,-118.1984055
A587436,cat,black,NA,Female,2017-02-18,2017-03-23,33,normal,stray,field,NA,2017-03-23,transfer,spcala,33.811509,-118.2187782
A620613,dog,black,brown,Spayed,2013-01-20,2019-01-20,2191,normal,stray,field,NA,2019-01-30,transfer,spcala,33.8656089,-118.198634
A613404,dog,brown,NA,Spayed,2015-08-22,2018-08-22,1096,injured  mild,stray,field,NA,2018-08-22,return to owner,walkin,33.80417200000001,-118.2188836
A591712,cat,black,NA,Unknown,2017-05-11,2017-06-11,31,under age/weight,stray,field,NA,2017-06-16,rescue,littlelion,33.8764386,-118.1981979
A630305,cat,gray,NA,Unknown,2019-07-14,2019-07-21,7,under age/weight,stray,field,NA,2019-07-21,rescue,littlepaws,33.8764386,-118.1981979
A630307,cat,gray,NA,Unknown,2019-07-14,2019-07-21,7,under age/weight,stray,field,NA,2019-07-21,rescue,littlepaws,33.8764386,-118.1981979
A627861,cat,gray,NA,Male,2013-06-07,2019-06-07,2191,injured  severe,stray,field,NA,2019-06-07,euthanasia,inj severe,33.8464537,-118.1915809
A673258,dog,brown,white,Male,2020-04-18,2022-05-05,747,ill mild,stray,field,NA,2022-05-05,return to owner,NA,33.8712725,-118.2005122
A647170,cat,gray,white,Male,2014-08-14,2020-08-14,2192,ill severe,stray,field,NA,2020-08-14,died,enroute,33.8770882,-118.198098
A616314,dog,gray,white,Female,2017-10-15,2018-10-15,365,normal,stray,field,NA,2018-10-17,return to owner,walkin,33.7819745,-118.1674022
A616315,dog,gray,white,Male,2017-10-15,2018-10-15,365,normal,stray,field,NA,2018-10-17,return to owner,walkin,33.7819745,-118.1674022
A619187,dog,black,white,Neutered,2016-12-23,2018-12-23,730,normal,stray,field,NA,2018-12-23,return to owner,microchip,33.8479381,-118.1911441
A587972,cat,gray,NA,Female,2017-03-01,2017-04-01,31,under age/weight,stray,field,NA,2017-04-01,rescue,littlelion,33.8479381,-118.1911441
A597095,bird,black,white,Unknown,NA,2017-09-14,NA,injured  mild,stray,field,NA,2017-10-04,rescue,other resc,33.79625559999999,-118.147223
A627411,cat,white,NA,Unknown,2019-05-22,2019-05-31,9,under age/weight,stray,field,NA,2019-05-31,died,in care,33.8551137,-118.1917564
A633563,dog,white,black,Spayed,2015-09-14,2019-09-14,1461,normal,stray,field,NA,2019-09-14,return to owner,walkin,33.7782972,-118.191093
A724562,dog,black,white,Neutered,2020-07-12,2024-07-12,1461,normal,stray,field,NA,NA,NA,NA,33.7936627,-118.215178
A643617,dog,black,white,Male,2019-06-07,2020-06-07,366,normal,stray,field,NA,2020-06-12,transfer,spcala,33.7903406,-118.2192964
A652211,dog,white,NA,Spayed,2020-06-12,2023-03-11,1002,normal,stray,field,NA,2023-03-12,return to owner,walkin,33.7611215,-118.1532606
